"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","segment","Postal Code","city","state","country","Product ID","Product Name","Sub-Category","category","sales","quantity","discount","profit","Shipping Cost","Order Priority","Month (name)"
"50856","CA-2017-AO81023-42759","2017-01-24","2017-01-28","Standard Class","AO-81023","Anthony O'Donnell","Corporate",,"North York","Ontario","Canada","TEC-PH-3787","Cisco Audio Dock, with Caller ID","Phones","Technology",36414,2,0,801,44.6,"Medium","Januari"
"48052","MO-2017-MG769586-42759","2017-01-24","2017-01-30","Standard Class","MG-769586","Maureen Gnade","Consumer",,"Fes","F̬s-Boulemane","Morocco","OFF-AR-3497","Binney & Smith Pens, Fluorescent","Art","Office Supplies",132,1,0,24,1.99,"Medium","Januari"
"47187","IZ-2017-JL550561-42759","2017-01-24","2017-01-29","Second Class","JL-550561","Jeremy Lonsdale","Consumer",,"Baghdad","Baghdad","Iraq","OFF-AR-6126","Stanley Sketch Pad, Easy-Erase","Art","Office Supplies",447,1,0,849,3.4,"Medium","Januari"
"48053","MO-2017-MG769586-42759","2017-01-24","2017-01-30","Standard Class","MG-769586","Maureen Gnade","Consumer",,"Fes","F̬s-Boulemane","Morocco","FUR-FU-5741","Rubbermaid Stacking Tray, Erganomic","Furnishings","Furniture",9504,4,0,3036,9.26,"Medium","Januari"
"26534","IN-2017-ND184607-42760","2017-01-25","2017-02-01","Standard Class","ND-184607","Neil Ducich","Corporate",,"Ballarat","Victoria","Australia","TEC-CO-4578","Hewlett Fax Machine, Laser","Copiers","Technology",575856,2,0.1,243096,95.52,"Low","Januari"
"42755","UP-2017-AJ945137-42760","2017-01-25","2017-02-01","Standard Class","AJ-945137","Ashley Jarboe","Consumer",,"Sumy","Sumy","Ukraine","TEC-CO-5990","Sharp Copy Machine, Color","Copiers","Technology",4752,2,0,6648,33.87,"Medium","Januari"
"13300","ES-2017-MD173508-42761","2017-01-26","2017-01-31","Standard Class","MD-173508","Maribeth Dona","Consumer",,"Salzburg","Salzburg","Austria","OFF-ST-6229","Tenex Box, Industrial","Storage","Office Supplies",11886,7,0,5586,8.86,"Medium","Januari"
"49062","EG-2017-CS246038-42762","2017-01-27","2017-02-03","Standard Class","CS-246038","Chuck Sachs","Consumer",,"Tahta","Suhaj","Egypt","TEC-AC-4179","Enermax Numeric Keypad, Erganomic","Accessories","Technology",23532,4,0,258,22.38,"Medium","Januari"
"49063","EG-2017-CS246038-42762","2017-01-27","2017-02-03","Standard Class","CS-246038","Chuck Sachs","Consumer",,"Tahta","Suhaj","Egypt","FUR-TA-5055","Lesro Computer Table, Fully Assembled","Tables","Furniture",42834,1,0,13704,42.63,"Medium","Januari"
"49061","EG-2017-CS246038-42762","2017-01-27","2017-02-03","Standard Class","CS-246038","Chuck Sachs","Consumer",,"Tahta","Suhaj","Egypt","OFF-AR-6111","Stanley Highlighters, Easy-Erase","Art","Office Supplies",1497,1,0,537,1.29,"Medium","Januari"
"44639","IR-2017-KB660060-42763","2017-01-28","2017-02-01","Standard Class","KB-660060","Ken Brennan","Corporate",,"Malayer","Hamadan","Iran","OFF-SU-6163","Stiletto Box Cutter, Steel","Supplies","Office Supplies",3537,1,0,246,1.61,"Medium","Januari"
"44638","IR-2017-KB660060-42763","2017-01-28","2017-02-01","Standard Class","KB-660060","Ken Brennan","Corporate",,"Malayer","Hamadan","Iran","OFF-ST-4061","Eldon Folders, Industrial","Storage","Office Supplies",1746,1,0,51,1.62,"Medium","Januari"
"45338","IS-2017-AC61563-42763","2017-01-28","2017-01-29","First Class","AC-61563","Ann Chong","Corporate",,"Tel Aviv","Tel Aviv","Israel","OFF-AR-5902","Sanford Canvas, Blue","Art","Office Supplies",10104,2,0,2928,19.91,"Critical","Januari"
"44640","IR-2017-KB660060-42763","2017-01-28","2017-02-01","Standard Class","KB-660060","Ken Brennan","Corporate",,"Malayer","Hamadan","Iran","OFF-BI-3739","Cardinal Index Tab, Economy","Binders","Office Supplies",876,1,0,402,1.72,"Medium","Januari"
"45339","IS-2017-AC61563-42763","2017-01-28","2017-01-29","First Class","AC-61563","Ann Chong","Corporate",,"Tel Aviv","Tel Aviv","Israel","TEC-PH-5832","Samsung Office Telephone, with Caller ID","Phones","Technology",6522,1,0,150,9.55,"Critical","Januari"
"46220","LH-2017-JC610575-42763","2017-01-28","2017-01-30","Second Class","JC-610575","Julie Creighton","Corporate",,"Vilnius","Vilnius","Lithuania","OFF-BI-3251","Avery Binder, Clear","Binders","Office Supplies",3708,1,0.7,-7422,1.31,"High","Januari"
"46219","LH-2017-JC610575-42763","2017-01-28","2017-01-30","Second Class","JC-610575","Julie Creighton","Corporate",,"Vilnius","Vilnius","Lithuania","FUR-TA-3345","Barricks Conference Table, Rectangular","Tables","Furniture",217116,8,0.7,-275028,390.09,"High","Januari"
"51000","NI-2017-LT711095-42763","2017-01-28","2017-02-01","Standard Class","LT-711095","Liz Thompson","Consumer",,"Kano","Kano","Nigeria","OFF-BI-4812","Ibico Binder, Durable","Binders","Office Supplies",5094,1,0.7,-11406,1.37,"Medium","Januari"
"45337","IS-2017-AC61563-42763","2017-01-28","2017-01-29","First Class","AC-61563","Ann Chong","Corporate",,"Tel Aviv","Tel Aviv","Israel","OFF-BI-3718","Cardinal Binder Covers, Economy","Binders","Office Supplies",120,1,0,48,3.33,"Critical","Januari"
"45336","IS-2017-AC61563-42763","2017-01-28","2017-01-29","First Class","AC-61563","Ann Chong","Corporate",,"Tel Aviv","Tel Aviv","Israel","OFF-BI-3291","Avery Hole Reinforcements, Economy","Binders","Office Supplies",441,1,0,0,1.96,"Critical","Januari"
"46890","IS-2017-DK283563-42764","2017-01-29","2017-02-04","Standard Class","DK-283563","Damala Kotsonis","Corporate",,"Hadera","Haifa","Israel","OFF-ST-6246","Tenex File Cart, Blue","Storage","Office Supplies",2664,2,0,4794,27.34,"Medium","Januari"
"44939","AG-2017-CA23103-42764","2017-01-29","2017-02-03","Standard Class","CA-23103","Christine Abelman","Corporate",,"Barika","Batna","Algeria","OFF-ST-5689","Rogers Box, Wire Frame","Storage","Office Supplies",9216,4,0,1104,6.25,"Medium","Januari"
"47536","MO-2017-MC759086-42764","2017-01-29","2017-02-01","Second Class","MC-759086","Matt Collister","Corporate",,"Rabat","Rabat-Sal̩-Zemmour-Zaer","Morocco","TEC-AC-5205","Memorex Memory Card, Programmable","Accessories","Technology",41508,4,0,5808,80.8,"Critical","Januari"
"24647","IN-2017-AH105857-42764","2017-01-29","2017-02-02","Standard Class","AH-105857","Angele Hood","Consumer",,"Townsville","Queensland","Australia","FUR-BO-3887","Dania 3-Shelf Cabinet, Pine","Bookcases","Furniture",102816,8,0.1,27408,198.47,"High","Januari"
"24646","IN-2017-AH105857-42764","2017-01-29","2017-02-02","Standard Class","AH-105857","Angele Hood","Consumer",,"Townsville","Queensland","Australia","FUR-BO-4849","Ikea Classic Bookcase, Mobile","Bookcases","Furniture",1864215,5,0.1,455565,239.83,"High","Januari"
"19372","ES-2017-JW152208-42764","2017-01-29","2017-02-03","Standard Class","JW-152208","Jane Waco","Corporate",,"Wels","Upper Austria","Austria","FUR-FU-3048","Advantus Photo Frame, Duo Pack","Furnishings","Furniture",21216,4,0,8052,13.79,"Medium","Januari"
"47538","MO-2017-MC759086-42764","2017-01-29","2017-02-01","Second Class","MC-759086","Matt Collister","Corporate",,"Rabat","Rabat-Sal̩-Zemmour-Zaer","Morocco","FUR-FU-3947","Deflect-O Light Bulb, Duo Pack","Furnishings","Furniture",1905,1,0,702,4.88,"Critical","Januari"
"47537","MO-2017-MC759086-42764","2017-01-29","2017-02-01","Second Class","MC-759086","Matt Collister","Corporate",,"Rabat","Rabat-Sal̩-Zemmour-Zaer","Morocco","OFF-AR-6111","Stanley Highlighters, Easy-Erase","Art","Office Supplies",1497,1,0,537,3.07,"Critical","Januari"
"49026","MO-2017-AG90086-42764","2017-01-29","2017-02-03","Standard Class","AG-90086","Arthur Gainer","Consumer",,"Sale","Rabat-Sal̩-Zemmour-Zaer","Morocco","OFF-LA-4639","Hon Color Coded Labels, Alphabetical","Labels","Office Supplies",2526,2,0,48,1.78,"High","Januari"
"18651","ES-2017-MF182508-42764","2017-01-29","2017-02-03","Standard Class","MF-182508","Monica Federle","Corporate",,"Vienna","Vienna","Austria","OFF-ST-5686","Rogers Box, Blue","Storage","Office Supplies",21573,9,0,405,13.07,"Medium","Januari"
"46079","JO-2017-DV304567-42765","2017-01-30","2017-02-03","Standard Class","DV-304567","Darrin Van Huff","Corporate",,"Amman","'Amman","Jordan","OFF-EN-3667","Cameo Mailers, Set of 50","Envelopes","Office Supplies",3816,1,0,1791,1.39,"Medium","Januari"
"22095","IN-2017-JS156857-42766","2017-01-31","2017-02-01","First Class","JS-156857","Jim Sink","Corporate",,"Townsville","Queensland","Australia","OFF-AR-3497","Binney & Smith Pens, Fluorescent","Art","Office Supplies",594,5,0.1,45,16.44,"Critical","Januari"
"26189","ID-2017-SG208907-42766","2017-01-31","2017-02-05","Standard Class","SG-208907","Susan Gilcrest","Corporate",,"Wollongong","New South Wales","Australia","OFF-BI-6405","Wilson Jones Index Tab, Recycled","Binders","Office Supplies",42903,7,0.1,17073,1.69,"Medium","Januari"
"26187","ID-2017-SG208907-42766","2017-01-31","2017-02-05","Standard Class","SG-208907","Susan Gilcrest","Corporate",,"Wollongong","New South Wales","Australia","OFF-AR-5919","Sanford Markers, Fluorescent","Art","Office Supplies",22059,1,0.1,-1971,1.46,"Medium","Januari"
"26188","ID-2017-SG208907-42766","2017-01-31","2017-02-05","Standard Class","SG-208907","Susan Gilcrest","Corporate",,"Wollongong","New South Wales","Australia","OFF-BI-6403","Wilson Jones Index Tab, Durable","Binders","Office Supplies",7155,1,0.1,615,1.27,"Medium","Januari"
"26190","ID-2017-SG208907-42766","2017-01-31","2017-02-05","Standard Class","SG-208907","Susan Gilcrest","Corporate",,"Wollongong","New South Wales","Australia","FUR-BO-3639","Bush Library with Doors, Metal","Bookcases","Furniture",654804,2,0.1,-14556,30.47,"Medium","Januari"
"22096","IN-2017-JS156857-42766","2017-01-31","2017-02-01","First Class","JS-156857","Jim Sink","Corporate",,"Townsville","Queensland","Australia","TEC-CO-3597","Brother Fax Machine, High-Speed","Copiers","Technology",2565594,9,0.1,28404,766.93,"Critical","Januari"
"24799","IN-2017-JG151157-42766","2017-01-31","2017-02-05","Standard Class","JG-151157","Jack Garza","Consumer",,"Gold Coast","Queensland","Australia","FUR-FU-3025","Advantus Clock, Durable","Furnishings","Furniture",21789,5,0.1,5559,23.07,"High","Januari"
"42869","CM-2017-DB291022-42767","2017-02-01","2017-02-03","Second Class","DB-291022","Daniel Byrd","Home Office",,"Bamenda","Nord-Ouest","Cameroon","OFF-SU-4979","Kleencut Letter Opener, High Speed","Supplies","Office Supplies",5292,2,0,1848,6.39,"High","Februari"
"47316","IR-2017-CD198060-42769","2017-02-03","2017-02-06","First Class","CD-198060","Carol Darley","Consumer",,"Ardabil","Ardabil","Iran","OFF-LA-3322","Avery Shipping Labels, Alphabetical","Labels","Office Supplies",2334,2,0,72,8.81,"Critical","Februari"
"22784","IN-2017-EH141257-42770","2017-02-04","2017-02-08","Standard Class","EH-141257","Eugene Hildebrand","Home Office",,"Melbourne","Victoria","Australia","OFF-FA-2944","Accos Paper Clips, Assorted Sizes","Fasteners","Office Supplies",37908,3,0.1,1638,4.28,"High","Februari"
"25162","IN-2017-JH159107-42770","2017-02-04","2017-02-08","Standard Class","JH-159107","Jonathan Howell","Consumer",,"Geelong","Victoria","Australia","OFF-ST-4251","Fellowes Box, Industrial","Storage","Office Supplies",54432,3,0.1,10242,2.69,"Medium","Februari"
"29890","ID-2017-CS121757-42770","2017-02-04","2017-02-11","Standard Class","CS-121757","Charles Sheldon","Corporate",,"Cessnock","New South Wales","Australia","FUR-CH-4701","Hon Swivel Stool, Adjustable","Chairs","Furniture",299052,2,0.1,-3348,25.64,"Medium","Februari"
"24716","IN-2017-KB165857-42771","2017-02-05","2017-02-09","Standard Class","KB-165857","Ken Black","Corporate",,"Bunbury","Western Australia","Australia","OFF-SU-4991","Kleencut Shears, Serrated","Supplies","Office Supplies",78246,2,0.1,-3534,5.57,"Medium","Februari"
"24715","IN-2017-KB165857-42771","2017-02-05","2017-02-09","Standard Class","KB-165857","Ken Black","Corporate",,"Bunbury","Western Australia","Australia","OFF-AP-4735","Hoover Refrigerator, Black","Appliances","Office Supplies",1419363,3,0.1,110313,79.01,"Medium","Februari"
"24717","IN-2017-KB165857-42771","2017-02-05","2017-02-09","Standard Class","KB-165857","Ken Black","Corporate",,"Bunbury","Western Australia","Australia","OFF-BI-3257","Avery Binding Machine, Economy","Binders","Office Supplies",571428,13,0.1,25038,29.43,"Medium","Februari"
"24718","IN-2017-KB165857-42771","2017-02-05","2017-02-09","Standard Class","KB-165857","Ken Black","Corporate",,"Bunbury","Western Australia","Australia","OFF-EN-5024","Kraft Business Envelopes, Set of 50","Envelopes","Office Supplies",53946,3,0.1,16776,3.72,"Medium","Februari"
"24416","ID-2017-TZ214457-42773","2017-02-07","2017-02-11","Second Class","TZ-214457","Tom Zandusky","Corporate",,"Canberra","Australian Capital Territory","Australia","OFF-BI-2881","Acco 3-Hole Punch, Clear","Binders","Office Supplies",8874,5,0.4,-5781,10.31,"Medium","Februari"
"24417","ID-2017-TZ214457-42773","2017-02-07","2017-02-11","Second Class","TZ-214457","Tom Zandusky","Corporate",,"Canberra","Australian Capital Territory","Australia","OFF-FA-5482","OIC Staples, Bulk Pack","Fasteners","Office Supplies",6804,1,0.4,-3996,1.45,"Medium","Februari"
"24415","ID-2017-TZ214457-42773","2017-02-07","2017-02-11","Second Class","TZ-214457","Tom Zandusky","Corporate",,"Canberra","Australian Capital Territory","Australia","FUR-BO-5786","Safco Library with Doors, Mobile","Bookcases","Furniture",706158,3,0.4,-117702,65.18,"Medium","Februari"
"42786","HU-2017-BN151557-42773","2017-02-07","2017-02-13","Standard Class","BN-151557","Bradley Nguyen","Consumer",,"Budapest","Budapest","Hungary","OFF-ST-4259","Fellowes File Cart, Single Width","Storage","Office Supplies",27468,2,0,0,18.86,"Medium","Februari"
"45326","BO-2017-DS303013-42773","2017-02-07","2017-02-14","Standard Class","DS-303013","Darrin Sayre","Home Office",,"Homyel'","Homyel'","Belarus","TEC-PH-3140","Apple Office Telephone, Full Size","Phones","Technology",79884,12,0,35136,66.34,"Medium","Februari"
"24418","ID-2017-TZ214457-42773","2017-02-07","2017-02-11","Second Class","TZ-214457","Tom Zandusky","Corporate",,"Canberra","Australian Capital Territory","Australia","OFF-SU-2988","Acme Scissors, Easy Grip","Supplies","Office Supplies",32472,2,0.4,1572,1.76,"Medium","Februari"
"49895","IR-2017-AH19560-42775","2017-02-09","2017-02-13","Standard Class","AH-19560","Alan Haines","Corporate",,"Sabzevar","Razavi Khorasan","Iran","OFF-ST-4056","Eldon File Cart, Industrial","Storage","Office Supplies",12789,1,0,1533,13.76,"Medium","Februari"
"21479","ID-2017-LT171107-42776","2017-02-10","2017-02-14","Second Class","LT-171107","Liz Thompson","Consumer",,"Perth","Western Australia","Australia","OFF-FA-2941","Accos Clamps, Assorted Sizes","Fasteners","Office Supplies",60588,4,0.1,4668,5.46,"Medium","Februari"
"21481","ID-2017-LT171107-42776","2017-02-10","2017-02-14","Second Class","LT-171107","Liz Thompson","Consumer",,"Perth","Western Australia","Australia","TEC-MA-5008","Konica Inkjet, Wireless","Machines","Technology",1128384,4,0.1,62664,47.89,"Medium","Februari"
"42473","IZ-2017-BD163561-42776","2017-02-10","2017-02-14","Standard Class","BD-163561","Brian Derr","Consumer",,"Al Amarah","Maysan","Iraq","OFF-AR-6126","Stanley Sketch Pad, Easy-Erase","Art","Office Supplies",447,1,0,849,5.48,"High","Februari"
"41392","NI-2017-KM637595-42776","2017-02-10","2017-02-17","Standard Class","KM-637595","Katherine Murray","Home Office",,"Kano","Kano","Nigeria","OFF-BI-3189","Avery 3-Hole Punch, Recycled","Binders","Office Supplies",8469,1,0.7,-19761,1.06,"Low","Februari"
"23021","IN-2017-DL133307-42776","2017-02-10","2017-02-15","Standard Class","DL-133307","Denise Leinenbach","Consumer",,"Perth","Western Australia","Australia","OFF-LA-3313","Avery Removable Labels, Laser Printer Compatible","Labels","Office Supplies",57996,6,0.1,19836,2.98,"Medium","Februari"
"21478","ID-2017-LT171107-42776","2017-02-10","2017-02-14","Second Class","LT-171107","Liz Thompson","Consumer",,"Perth","Western Australia","Australia","FUR-FU-3929","Deflect-O Clock, Duo Pack","Furnishings","Furniture",362664,8,0.1,140904,36.4,"Medium","Februari"
"42472","IZ-2017-BD163561-42776","2017-02-10","2017-02-14","Standard Class","BD-163561","Brian Derr","Consumer",,"Al Amarah","Maysan","Iraq","OFF-AP-4966","KitchenAid Stove, Silver","Appliances","Office Supplies",34254,6,0,12330,307.83,"High","Februari"
"21477","ID-2017-LT171107-42776","2017-02-10","2017-02-14","Second Class","LT-171107","Liz Thompson","Consumer",,"Perth","Western Australia","Australia","OFF-ST-6228","Tenex Box, Blue","Storage","Office Supplies",7425,5,0.1,-585,6.05,"Medium","Februari"
"21480","ID-2017-LT171107-42776","2017-02-10","2017-02-14","Second Class","LT-171107","Liz Thompson","Consumer",,"Perth","Western Australia","Australia","FUR-CH-5369","Novimex Bag Chairs, Set of Two","Chairs","Furniture",173556,4,0.1,44316,10.19,"Medium","Februari"
"46117","MO-2017-MT807086-42777","2017-02-11","2017-02-15","Standard Class","MT-807086","Michelle Tran","Home Office",,"Khouribga","Chaouia-Ouardigha","Morocco","OFF-AR-5923","Sanford Pencil Sharpener, Water Color","Art","Office Supplies",2901,1,0,318,1.41,"Medium","Februari"
"18032","ES-2017-MG182058-42777","2017-02-11","2017-02-13","First Class","MG-182058","Mitch Gastineau","Corporate",,"Vienna","Vienna","Austria","TEC-MA-5545","Panasonic Card Printer, Wireless","Machines","Technology",17382,1,0,2433,25.43,"Medium","Februari"
"21291","IN-2017-RD196607-42777","2017-02-11","2017-02-17","Standard Class","RD-196607","Robert Dilbeck","Home Office",,"Sydney","New South Wales","Australia","OFF-AR-3502","Binney & Smith Sketch Pad, Water Color","Art","Office Supplies",2673,6,0.1,1188,9.42,"Medium","Februari"
"46238","CA-2017-DM352523-42777","2017-02-11","2017-02-14","First Class","DM-352523","Don Miller","Corporate",,"Winnipeg","Manitoba","Canada","OFF-PA-4159","Enermax Memo Slips, 8.5 x 11","Paper","Office Supplies",198,1,0,0,5.81,"Critical","Februari"
"46237","CA-2017-DM352523-42777","2017-02-11","2017-02-14","First Class","DM-352523","Don Miller","Corporate",,"Winnipeg","Manitoba","Canada","OFF-AR-3475","Binney & Smith Canvas, Blue","Art","Office Supplies",10272,2,0,195,13.97,"Critical","Februari"
"46236","CA-2017-DM352523-42777","2017-02-11","2017-02-14","First Class","DM-352523","Don Miller","Corporate",,"Winnipeg","Manitoba","Canada","OFF-ST-5701","Rogers Lockers, Industrial","Storage","Office Supplies",2121,1,0,8058,65.35,"Critical","Februari"
"24830","ID-2017-HK148907-42777","2017-02-11","2017-02-15","Standard Class","HK-148907","Heather Kirkland","Corporate",,"Darwin","Northern Territory","Australia","FUR-TA-3356","Barricks Wood Table, Adjustable Height","Tables","Furniture",363384,1,0.3,-98646,54.76,"High","Februari"
"24831","ID-2017-HK148907-42777","2017-02-11","2017-02-15","Standard Class","HK-148907","Heather Kirkland","Corporate",,"Darwin","Northern Territory","Australia","OFF-EN-5031","Kraft Interoffice Envelope, Set of 50","Envelopes","Office Supplies",126684,3,0.1,14004,12.41,"High","Februari"
"30082","IN-2017-CC125507-42777","2017-02-11","2017-02-11","Same Day","CC-125507","Clay Cheatham","Consumer",,"Whyalla","South Australia","Australia","TEC-CO-3706","Canon Personal Copier, Laser","Copiers","Technology",1027728,8,0.1,182688,332.2,"Critical","Februari"
"30084","IN-2017-CC125507-42777","2017-02-11","2017-02-11","Same Day","CC-125507","Clay Cheatham","Consumer",,"Whyalla","South Australia","Australia","OFF-PA-4181","Enermax Parchment Paper, 8.5 x 11","Paper","Office Supplies",52731,3,0.1,9891,23.39,"Critical","Februari"
"30083","IN-2017-CC125507-42777","2017-02-11","2017-02-11","Same Day","CC-125507","Clay Cheatham","Consumer",,"Whyalla","South Australia","Australia","OFF-BI-2897","Acco Binder, Economy","Binders","Office Supplies",68175,5,0.1,15825,20.89,"Critical","Februari"
"43217","NI-2017-CM219095-42777","2017-02-11","2017-02-16","Standard Class","CM-219095","Charlotte Melton","Consumer",,"Ibadan","Oyo","Nigeria","TEC-AC-5896","SanDisk Router, Programmable","Accessories","Technology",46413,6,0.7,-74277,36.36,"Medium","Februari"
"43218","NI-2017-CM219095-42777","2017-02-11","2017-02-16","Standard Class","CM-219095","Charlotte Melton","Consumer",,"Ibadan","Oyo","Nigeria","OFF-SU-4125","Elite Ruler, Serrated","Supplies","Office Supplies",315,1,0.7,-546,1.18,"Medium","Februari"
"27304","IN-2017-DM135257-42777","2017-02-11","2017-02-15","Standard Class","DM-135257","Don Miller","Corporate",,"Brisbane","Queensland","Australia","FUR-FU-4084","Eldon Photo Frame, Duo Pack","Furnishings","Furniture",104706,2,0.1,19746,7.32,"Medium","Februari"
"46978","TU-2017-AT435134-42777","2017-02-11","2017-02-11","Same Day","AT-435134","Alyssa Tate","Home Office",,"Istanbul","Istanbul","Turkey","TEC-AC-5866","SanDisk Keyboard, Programmable","Accessories","Technology",132768,4,0.6,-146112,28.73,"Medium","Februari"
"45091","BO-2017-MZ733513-42777","2017-02-11","2017-02-15","Second Class","MZ-733513","Maria Zettner","Home Office",,"Brest","Brest","Belarus","FUR-CH-4654","Hon Executive Leather Armchair, Adjustable","Chairs","Furniture",275778,6,0,74448,446.33,"High","Februari"
"43629","AG-2017-DS31803-42777","2017-02-11","2017-02-17","Standard Class","DS-31803","David Smith","Corporate",,"Algiers","Alger","Algeria","OFF-LA-3315","Avery Round Labels, Adjustable","Labels","Office Supplies",504,1,0,84,1.71,"Low","Februari"
"43627","AG-2017-DS31803-42777","2017-02-11","2017-02-17","Standard Class","DS-31803","David Smith","Corporate",,"Algiers","Alger","Algeria","OFF-ST-4264","Fellowes Folders, Wire Frame","Storage","Office Supplies",2547,1,0,66,2.8,"Low","Februari"
"43626","AG-2017-DS31803-42777","2017-02-11","2017-02-17","Standard Class","DS-31803","David Smith","Corporate",,"Algiers","Alger","Algeria","OFF-AR-5926","Sanford Pens, Fluorescent","Art","Office Supplies",4944,4,0,138,4.27,"Low","Februari"
"43628","AG-2017-DS31803-42777","2017-02-11","2017-02-17","Standard Class","DS-31803","David Smith","Corporate",,"Algiers","Alger","Algeria","OFF-AR-6127","Stanley Sketch Pad, Fluorescent","Art","Office Supplies",4569,1,0,729,5.55,"Low","Februari"
"26321","IN-2017-CR126257-42777","2017-02-11","2017-02-14","Second Class","CR-126257","Corey Roper","Home Office",,"Melbourne","Victoria","Australia","OFF-LA-4542","Harbour Creations Removable Labels, Adjustable","Labels","Office Supplies",4833,5,0.1,1338,5.18,"Medium","Februari"
"43625","AG-2017-DS31803-42777","2017-02-11","2017-02-17","Standard Class","DS-31803","David Smith","Corporate",,"Algiers","Alger","Algeria","OFF-AR-6118","Stanley Pencil Sharpener, Easy-Erase","Art","Office Supplies",5208,2,0,177,10.76,"Low","Februari"
"41586","CA-2017-ME772523-42777","2017-02-11","2017-02-16","Standard Class","ME-772523","Max Engle","Consumer",,"Markham","Ontario","Canada","OFF-ST-6261","Tenex Lockers, Blue","Storage","Office Supplies",20415,1,0,5307,29.85,"High","Februari"
"18033","ES-2017-MG182058-42777","2017-02-11","2017-02-13","First Class","MG-182058","Mitch Gastineau","Corporate",,"Vienna","Vienna","Austria","OFF-ST-4257","Fellowes File Cart, Blue","Storage","Office Supplies",41193,3,0,1647,24.61,"Medium","Februari"
"21174","IN-2017-GR145607-42778","2017-02-12","2017-02-17","Standard Class","GR-145607","Georgia Rosenberg","Corporate",,"Melbourne","Victoria","Australia","OFF-BI-4804","Ibico 3-Hole Punch, Durable","Binders","Office Supplies",5751,2,0.1,891,4.38,"Medium","Februari"
"21176","IN-2017-GR145607-42778","2017-02-12","2017-02-17","Standard Class","GR-145607","Georgia Rosenberg","Corporate",,"Melbourne","Victoria","Australia","OFF-BI-3720","Cardinal Binder, Clear","Binders","Office Supplies",47844,4,0.1,21204,2.7,"Medium","Februari"
"21173","IN-2017-GR145607-42778","2017-02-12","2017-02-17","Standard Class","GR-145607","Georgia Rosenberg","Corporate",,"Melbourne","Victoria","Australia","FUR-FU-5723","Rubbermaid Door Stop, Black","Furnishings","Furniture",3942,1,0.1,261,2.92,"Medium","Februari"
"27781","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","TEC-PH-3787","Cisco Audio Dock, with Caller ID","Phones","Technology",655452,4,0.1,240252,84.31,"Medium","Februari"
"27779","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","FUR-BO-5762","Safco Classic Bookcase, Pine","Bookcases","Furniture",118665,3,0.1,-396,77.32,"Medium","Februari"
"27778","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","OFF-BI-6374","Wilson Jones Binder Covers, Clear","Binders","Office Supplies",47925,5,0.1,7875,2.12,"Medium","Februari"
"27782","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","OFF-BI-6374","Wilson Jones Binder Covers, Clear","Binders","Office Supplies",9585,1,0.1,1575,1.86,"Medium","Februari"
"27780","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","TEC-AC-4186","Enermax Router, Erganomic","Accessories","Technology",2074734,9,0.1,276534,294.73,"Medium","Februari"
"27783","IN-2017-AM107057-42778","2017-02-12","2017-02-14","Second Class","AM-107057","Anne McFarland","Consumer",,"Brisbane","Queensland","Australia","TEC-AC-5205","Memorex Memory Card, Programmable","Accessories","Technology",186786,2,0.1,8286,10.82,"Medium","Februari"
"21175","IN-2017-GR145607-42778","2017-02-12","2017-02-17","Standard Class","GR-145607","Georgia Rosenberg","Corporate",,"Melbourne","Victoria","Australia","OFF-SU-4996","Kleencut Trimmer, Steel","Supplies","Office Supplies",220482,6,0.1,-14778,14.45,"Medium","Februari"
"49019","BU-2017-KM637519-42779","2017-02-13","2017-02-19","Standard Class","KM-637519","Katherine Murray","Home Office",,"Plovdiv","Plovdiv","Bulgaria","OFF-ST-5702","Rogers Lockers, Single Width","Storage","Office Supplies",21165,1,0,9312,16.24,"Medium","Februari"
"22715","IN-2017-RW196907-42779","2017-02-13","2017-02-19","Standard Class","RW-196907","Robert Waldorf","Consumer",,"Gold Coast","Queensland","Australia","OFF-BI-2897","Acco Binder, Economy","Binders","Office Supplies",40905,3,0.1,9495,2.95,"Medium","Februari"
"49020","BU-2017-KM637519-42779","2017-02-13","2017-02-19","Standard Class","KM-637519","Katherine Murray","Home Office",,"Plovdiv","Plovdiv","Bulgaria","TEC-AC-5218","Memorex Mouse, Programmable","Accessories","Technology",11868,4,0,828,3.81,"Medium","Februari"
"45942","IR-2017-CH207060-42779","2017-02-13","2017-02-14","First Class","CH-207060","Cathy Hwang","Home Office",,"Malayer","Hamadan","Iran","FUR-BO-5953","Sauder Corner Shelving, Mobile","Bookcases","Furniture",119856,8,0,35952,228.94,"High","Februari"
